,Company Name,job_title,seniority,min_salary,max_salary,Rating,python,sql,r_studio,spark,aws,excel,sector,age,Revenue,Type of ownership,description_len,min_employees,max_employees,avg_size,avg_salary
761,Toolstation,manager,na,28,46,3.5,0,0,0,0,0,0,retail,18,$100 to $500 million (USD),Private,4708,5001,10000,7500.0,37.0
762,Bud,na,na,28,46,3.7,0,0,0,0,0,0,inforamtion tech,6,Unknown / Non-Applicable,Private,6907,51,200,126.0,37.0
763,Thornbury Community Services,na,na,28,46,4.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,3665,1,50,26.0,37.0
764,AI-Adam,na,na,28,46,4.0,0,0,0,0,0,0,public,-1,Less than $1 million (USD),Organization,1097,1,50,26.0,37.0
765,Cranfield University,na,na,28,46,4.0,0,0,0,0,0,1,education,75,$100 to $500 million (USD),College / University,3983,1001,5000,3000.0,37.0
766,INSIGNIA RECRUIT LTD.,na,na,28,46,-1.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,2246,1,50,26.0,37.0
767,PA Consulting Group,consultant,na,28,46,3.4,0,0,0,0,1,0,public,78,$100 to $500 million (USD),Private,4708,1001,5000,3000.0,37.0
768,Henry Nicholas Associates,director,na,28,46,5.0,0,0,0,0,0,0,public,12,Less than $1 million (USD),Private,2886,1,50,26.0,37.0
769,Thornshaw Scientific Recruitment,na,na,28,46,-1.0,0,0,0,0,0,0,public,-1,Less than $1 million (USD),Private,2326,1,50,26.0,37.0
770,Citi,director,na,28,46,3.9,1,0,0,0,0,1,finance,209,$10+ billion (USD),Public,5680,10000,10000,10000.0,37.0
771,The Candidate,analyst,senior,28,46,5.0,0,1,0,0,0,0,public,-1,Less than $1 million (USD),Private,2142,1,50,26.0,37.0
772,DRG,manager,na,28,46,-1.0,0,0,0,0,0,1,public,-1,$10 to $25 million (USD),Public,4804,1,50,26.0,37.0
773,Malvern Panalytical,manager,na,28,46,3.2,0,0,0,0,0,1,medical,-1,Less than $1 million (USD),Public,7764,1001,5000,3000.0,37.0
774,Harnham,analyst,senior,28,46,4.0,1,1,0,0,0,0,public,15,$25 to $50 million (USD),Private,3634,51,200,126.0,37.0
775,Marsh and McLennan,na,na,28,46,3.7,0,0,0,0,0,1,finance,150,$10+ billion (USD),Public,5646,10000,10000,10000.0,37.0
776,Pfizer,director,na,28,46,4.2,0,0,0,0,0,1,medical,172,$10+ billion (USD),Public,6984,10000,10000,10000.0,37.0
777,Jacobs,na,na,28,46,3.8,0,0,0,0,0,1,public,74,$10+ billion (USD),Public,10791,10000,10000,10000.0,37.0
778,Edinburgh Napier University,na,na,28,46,4.2,1,0,0,0,0,1,education,-1,$100 to $500 million (USD),College / University,3186,1001,5000,3000.0,37.0
779,Waters Corporation,na,na,28,46,3.8,0,0,0,0,0,1,medical,63,$2 to $5 billion (USD),Public,3822,5001,10000,7500.0,37.0
780,UK Research and Innovation (UKRI),na,senior,28,46,4.2,1,0,0,1,0,1,public,-1,Unknown / Non-Applicable,Government,12882,1001,5000,3000.0,37.0
781,Couchbase,na,na,28,46,4.7,0,1,0,0,0,1,inforamtion tech,10,Unknown / Non-Applicable,Private,5227,501,1000,750.0,37.0
782,Niantic,manager,na,28,46,4.0,0,0,0,1,0,0,inforamtion tech,10,Unknown / Non-Applicable,Private,4513,501,1000,750.0,37.0
783,"Ministry of Housing, Communities & Local Government",na,senior,28,46,4.2,0,0,0,0,0,0,public,15,Unknown / Non-Applicable,Government,12664,1001,5000,3000.0,37.0
784,Citi,na,na,28,46,3.9,1,0,0,0,0,1,finance,209,$10+ billion (USD),Public,5646,10000,10000,10000.0,37.0
785,Citi,na,na,28,46,3.9,1,0,0,0,0,1,finance,209,$10+ billion (USD),Public,5699,10000,10000,10000.0,37.0
786,Guided Solutions,manager,na,28,46,1.0,0,0,0,0,0,0,public,21,Less than $1 million (USD),Private,1292,1,50,26.0,37.0
787,EF English Live,analyst,senior,28,46,3.6,0,1,0,0,1,0,education,25,Unknown / Non-Applicable,Private,3307,501,1000,750.0,37.0
788,City Wharf Financial Recruitment Ltd,na,senior,28,46,-1.0,1,0,0,0,0,0,public,-1,Less than $1 million (USD),Private,1573,1,50,26.0,37.0
789,Niantic,manager,na,50,86,4.0,0,0,0,1,0,0,inforamtion tech,10,Unknown / Non-Applicable,Private,4513,501,1000,750.0,68.0
790,EF English Live,analyst,senior,50,86,3.6,0,1,0,0,1,0,education,25,Unknown / Non-Applicable,Private,3307,501,1000,750.0,68.0
791,Informatica,na,na,50,86,4.2,0,0,0,0,0,1,inforamtion tech,28,$1 to $2 billion (USD),Private,1938,1001,5000,3000.0,68.0
792,Informatica,na,na,50,86,4.2,0,0,0,0,0,1,public,-1,$25 to $50 million (USD),Private,1938,10000,10000,10000.0,68.0
793,City Wharf Financial Recruitment Ltd,na,senior,50,86,-1.0,1,0,0,0,0,0,public,-1,Less than $1 million (USD),Private,1573,1,50,26.0,68.0
794,Platinum Informatics,manager,na,50,86,-1.0,0,0,0,0,0,0,public,-1,$25 to $50 million (USD),Organization,3618,10000,10000,10000.0,68.0
795,Bristol-Myers Squibb,director,na,50,86,4.0,0,0,0,0,0,1,medical,163,$10+ billion (USD),Public,7268,10000,10000,10000.0,68.0
796,SITA,na,na,50,86,3.8,1,0,0,0,0,1,public,72,$1 to $2 billion (USD),Private,3982,1001,5000,3000.0,68.0
797,BeiGene,director,na,50,86,3.3,0,0,0,0,0,1,medical,11,$10 to $25 million (USD),Public,7980,1001,5000,3000.0,68.0
798,Sumo Digital Ltd,analyst,na,50,86,3.8,1,1,1,0,0,1,inforamtion tech,18,$25 to $50 million (USD),Public,4853,501,1000,750.0,68.0
799,Vertex Pharmaceuticals,director,na,50,86,3.4,0,0,0,0,0,1,medical,32,$5 to $10 billion (USD),Public,3559,1001,5000,3000.0,68.0
800,Northumbria Pharma,na,na,50,86,4.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,3176,1,50,26.0,68.0
801,Touch Surgery,na,senior,50,86,3.6,1,1,0,1,1,1,inforamtion tech,8,Unknown / Non-Applicable,Private,6379,51,200,126.0,68.0
802,Teletrac Navman,manager,na,50,86,2.5,0,0,0,0,0,0,production,-1,$100 to $500 million (USD),Venture,7145,201,500,350.0,68.0
803,Oxford Immunotec,director,na,50,86,3.2,0,0,0,0,0,1,medical,19,$25 to $50 million (USD),Public,6393,201,500,350.0,68.0
804,Nomad Foods,manager,na,50,86,3.5,0,0,0,0,0,1,production,6,$2 to $5 billion (USD),Public,4886,1001,5000,3000.0,68.0
805,BAE Systems Applied Intelligence,consultant,na,50,86,3.4,1,1,0,1,0,1,inforamtion tech,50,$500 million to $1 billion (USD),Venture,4137,1001,5000,3000.0,68.0
806,Allvue Systems,na,na,50,86,3.4,1,1,0,0,1,0,inforamtion tech,2,Unknown / Non-Applicable,Private,5178,501,1000,750.0,68.0
807,GSK,director,senior,50,86,4.0,0,0,0,0,1,0,medical,191,$10+ billion (USD),Public,9796,10000,10000,10000.0,68.0
808,Ocado Retail,na,na,50,86,-1.0,0,0,0,0,0,1,public,-1,$10+ billion (USD),Private,6632,10000,10000,10000.0,68.0
809,Harnham,analyst,na,50,86,4.0,0,0,0,0,0,1,public,15,$25 to $50 million (USD),Private,1525,51,200,126.0,68.0
810,Verkada,na,na,50,86,4.0,1,0,0,0,1,0,inforamtion tech,5,Unknown / Non-Applicable,Private,4603,201,500,350.0,68.0
811,Ministry of Defence,na,na,50,86,4.2,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Government,9662,201,500,350.0,68.0
812,IPSEN,director,na,50,86,3.7,0,0,0,0,0,1,medical,92,$2 to $5 billion (USD),Private,6453,5001,10000,7500.0,68.0
813,IPSEN,director,na,50,86,3.7,0,0,0,0,0,1,medical,92,$2 to $5 billion (USD),Private,6453,5001,10000,7500.0,68.0
814,Climate Bonds Initiative,na,na,50,86,4.7,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Organization,4648,1,50,26.0,68.0
815,Fluidigm,manager,na,50,86,3.5,0,0,0,0,0,1,medical,22,$100 to $500 million (USD),Public,3519,501,1000,750.0,68.0
816,Zulu Forest Sciences,director,na,50,86,-1.0,0,0,0,0,0,1,public,-1,$1 to $2 billion (USD),Public,4064,10000,10000,10000.0,68.0
817,Pfizer,manager,senior,50,86,4.2,0,0,0,0,0,1,medical,172,$10+ billion (USD),Public,6411,10000,10000,10000.0,68.0
818,AVEVA,consultant,na,50,86,3.9,0,0,0,0,0,1,inforamtion tech,54,$100 to $500 million (USD),Private,4761,1001,5000,3000.0,68.0
819,WorldRemit,analyst,senior,26,65,2.7,1,1,0,0,0,1,finance,11,Unknown / Non-Applicable,Private,3161,1001,5000,3000.0,45.5
820,Richmond and Hillcroft Adult and Community College,na,na,26,65,5.0,1,1,0,0,0,1,education,-1,Unknown / Non-Applicable,College / University,2766,201,500,350.0,45.5
821,National Research Group,analyst,senior,26,65,3.5,0,0,0,0,0,1,telecommunication,43,Unknown / Non-Applicable,Private,4209,51,200,126.0,45.5
822,Amazon,na,na,26,65,3.9,1,1,0,1,1,0,telecommunication,27,$10+ billion (USD),Public,3335,10000,10000,10000.0,45.5
823,Sky,na,senior,26,65,3.9,0,1,0,0,0,0,telecommunication,32,$5 to $10 billion (USD),Public,5112,10000,10000,10000.0,45.5
824,Lloyds Banking Group,analyst,senior,26,65,3.9,1,1,0,0,0,1,finance,326,Unknown / Non-Applicable,Public,6828,10000,10000,10000.0,45.5
825,Quanta,na,na,26,65,4.4,0,0,0,0,0,1,public,29,$50 to $100 million (USD),Private,2324,51,200,126.0,45.5
826,AstraZeneca UK,na,na,26,65,4.2,0,1,0,0,0,1,medical,108,$10+ billion (USD),Public,3805,10000,10000,10000.0,45.5
827,Lloyds Banking Group,analyst,senior,26,65,3.9,1,1,0,0,0,1,finance,326,Unknown / Non-Applicable,Public,6828,10000,10000,10000.0,45.5
828,Sanofi,na,senior,26,65,3.9,0,0,0,0,0,1,medical,48,$10+ billion (USD),Public,3124,10000,10000,10000.0,45.5
829,HM Revenue and Customs,ai researcher,senior,26,65,3.7,0,0,0,0,0,1,public,16,$500 million to $1 billion (USD),Government,7588,10000,10000,10000.0,45.5
830,HM Revenue and Customs,ai researcher,senior,26,65,3.7,0,0,0,0,0,1,public,-1,Unknown / Non-Applicable,Government,7588,51,200,126.0,45.5
831,Acacium Group,consultant,senior,26,65,-1.0,0,0,0,0,0,1,public,-1,$2 to $5 billion (USD),Private,3438,51,200,126.0,45.5
832,Digital Experts Personnel,analyst,na,26,65,-1.0,0,1,0,0,0,1,public,-1,Less than $1 million (USD),Private,4531,10000,10000,10000.0,45.5
833,Jaywing,na,na,26,65,3.2,0,0,0,0,0,1,telecommunication,-1,$1 to $5 million (USD),Private,5175,501,1000,750.0,45.5
834,Amazon,manager,senior,26,65,3.9,1,1,0,0,0,0,telecommunication,27,$10+ billion (USD),Public,2639,10000,10000,10000.0,45.5
835,Jazz Pharmaceuticals,director,na,26,65,3.6,0,0,0,0,0,1,medical,18,$1 to $2 billion (USD),Public,7888,1001,5000,3000.0,45.5
836,Amazon,manager,senior,26,65,3.9,0,1,0,0,0,1,telecommunication,27,$10+ billion (USD),Public,2307,10000,10000,10000.0,45.5
837,Amazon,manager,senior,26,65,3.9,0,0,0,0,0,0,telecommunication,27,$10+ billion (USD),Public,4714,10000,10000,10000.0,45.5
838,Acacium Group,na,na,26,65,-1.0,0,0,0,0,0,1,public,-1,$10+ billion (USD),Public,3650,51,200,126.0,45.5
839,TDR Training Ltd.,na,na,26,65,-1.0,0,0,0,0,0,0,public,-1,$500 million to $1 billion (USD),Private,3439,1001,5000,3000.0,45.5
840,RSC - London,na,na,26,65,-1.0,0,0,0,0,0,1,public,-1,Unknown / Non-Applicable,Venture,2576,10000,10000,10000.0,45.5
841,Satoshi Gaming Group,manager,na,26,65,-1.0,0,0,0,0,0,0,public,-1,Unknown / Non-Applicable,Government,3180,10000,10000,10000.0,45.5
842,The Hut Group,na,senior,26,65,3.3,0,0,0,0,0,1,retail,17,$500 million to $1 billion (USD),Private,3009,5001,10000,7500.0,45.5
843,Domino Printing,na,na,26,65,4.3,0,0,0,0,0,1,production,43,$100 to $500 million (USD),Public,4111,1001,5000,3000.0,45.5
844,IQVIA,director,na,26,65,3.8,0,0,0,0,0,0,medical,4,$2 to $5 billion (USD),Public,3436,10000,10000,10000.0,45.5
845,GSK,director,senior,26,65,4.0,0,0,0,0,1,0,medical,191,$10+ billion (USD),Public,9511,10000,10000,10000.0,45.5
846,GlaxoSmithKline,director,senior,26,65,4.0,0,0,0,0,1,0,medical,191,$10+ billion (USD),Public,9984,10000,10000,10000.0,45.5
847,Citibank,na,na,26,65,4.0,1,0,0,0,0,0,finance,-1,Less than $1 million (USD),Private,7636,1001,5000,3000.0,45.5
848,Adecco UK,na,na,26,65,3.4,1,1,0,0,1,1,public,25,$10+ billion (USD),Public,5045,10000,10000,10000.0,45.5
849,Study Group,na,na,25,28,3.1,0,0,0,0,0,0,education,27,$100 to $500 million (USD),Private,3189,1001,5000,3000.0,26.5
850,Privitar,manager,na,25,28,4.8,0,0,0,0,0,0,inforamtion tech,7,Unknown / Non-Applicable,Private,3479,51,200,126.0,26.5
851,Ecole Jeannine Manuel - UK,na,na,25,28,2.4,0,0,0,0,0,0,education,6,Unknown / Non-Applicable,Private,2072,51,200,126.0,26.5
852,Bangor University,na,na,25,28,3.7,0,0,0,0,0,1,education,-1,$100 to $500 million (USD),College / University,11801,1001,5000,3000.0,26.5
853,Bangor University,na,na,25,28,3.7,1,0,0,0,0,1,education,-1,$100 to $500 million (USD),College / University,11968,1001,5000,3000.0,26.5
854,PHASTAR,manager,na,25,28,3.9,0,0,0,0,0,1,medical,14,Unknown / Non-Applicable,Private,4837,51,200,126.0,26.5
855,Mylan Inc.,na,senior,25,28,3.6,0,0,0,0,0,1,medical,60,$5 to $10 billion (USD),Public,3530,10000,10000,10000.0,26.5
856,1st Choice Recruitment,na,na,25,28,1.8,0,0,0,0,0,0,public,27,$10 to $25 million (USD),Private,1549,501,1000,750.0,26.5
857,Hastings Direct,na,na,25,28,3.6,0,1,0,0,0,0,finance,25,$50 to $100 million (USD),Private,2696,1001,5000,3000.0,26.5
858,IDBS,na,senior,25,28,4.3,0,0,0,0,0,0,medical,36,$10+ billion (USD),Public,4069,1001,5000,3000.0,26.5
859,Couchbase,na,na,25,28,4.7,1,1,0,0,1,0,inforamtion tech,10,Unknown / Non-Applicable,Private,6211,501,1000,750.0,26.5
860,IQVIA,na,senior,25,28,3.8,0,0,0,0,0,1,medical,4,$2 to $5 billion (USD),Public,3846,10000,10000,10000.0,26.5
861,IQVIA,director,senior,25,28,3.8,0,0,0,0,0,1,medical,4,$2 to $5 billion (USD),Public,4828,10000,10000,10000.0,26.5
862,Sky,na,na,25,28,3.9,1,1,0,0,0,1,telecommunication,32,$5 to $10 billion (USD),Public,5501,10000,10000,10000.0,26.5
863,King.com,manager,senior,25,28,3.2,0,0,0,0,0,1,inforamtion tech,18,Unknown / Non-Applicable,Public,4709,1001,5000,3000.0,26.5
864,Pall,manager,na,25,28,3.6,0,0,0,0,0,1,medical,75,$2 to $5 billion (USD),Venture,3391,10000,10000,10000.0,26.5
865,RSC - London,na,na,25,28,-1.0,0,0,0,0,0,1,public,-1,$100 to $500 million (USD),Private,2932,10000,10000,10000.0,26.5
866,Cloudflare,na,na,25,28,3.8,0,0,0,0,1,0,telecommunication,11,Unknown / Non-Applicable,Public,7256,1001,5000,3000.0,26.5
867,Northumbria Pharma,na,senior,25,28,4.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,2667,1,50,26.0,26.5
868,Appirio,na,senior,25,28,2.5,0,0,0,0,0,1,public,15,$100 to $500 million (USD),Private,6235,1001,5000,3000.0,26.5
869,AllSaints,analyst,senior,25,28,3.5,0,1,0,0,0,0,retail,27,$100 to $500 million (USD),Private,3188,1001,5000,3000.0,26.5
870,Summit Oxford,na,na,25,28,3.6,0,0,0,0,0,1,medical,-1,$1 to $5 million (USD),Public,6895,1,50,26.0,26.5
871,Featurespace,na,na,25,28,4.6,0,0,0,0,0,0,public,16,$10 to $25 million (USD),Private,7906,201,500,350.0,26.5
872,Academics,na,na,25,28,3.3,0,0,0,0,0,1,public,-1,Unknown / Non-Applicable,Venture,1611,51,200,126.0,26.5
873,Harnham,analyst,na,25,28,4.0,1,1,0,0,0,0,public,15,$25 to $50 million (USD),Private,2181,51,200,126.0,26.5
874,1st Choice Staff Recruitment Ltd,na,na,25,28,-1.0,0,0,0,0,0,0,public,-1,Less than $1 million (USD),Private,1139,1,50,26.0,26.5
875,GW Pharmaceuticals,manager,senior,25,28,3.4,0,0,0,0,0,1,medical,24,$25 to $50 million (USD),Public,5522,51,200,126.0,26.5
876,MediaCom,manager,na,25,28,3.5,0,0,0,0,0,1,telecommunication,-1,$10 to $25 million (USD),Private,3531,5001,10000,7500.0,26.5
877,huumun,na,na,25,28,3.0,0,0,0,0,0,1,telecommunication,18,Unknown / Non-Applicable,Private,2484,51,200,126.0,26.5
878,Bangor University,manager,na,25,28,3.7,0,0,0,0,0,1,education,-1,$100 to $500 million (USD),College / University,18410,1001,5000,3000.0,26.5
879,Study Group,na,na,25,28,3.1,0,0,0,0,0,0,public,-1,Less than $1 million (USD),Private,3189,1001,5000,3000.0,26.5
